Account Number,Legal Name,Owner First Name,Owner Middle Initial,Owner Last Name,Suffix,Legal Entity Owner,Title,Has Website,Social Media Presence,Marketplace Usage,Payment Digital Adoption,Active Social Media Channels,Social Media Posting Frequency,Year Started Digital Adoption,POS (Point of Sales) Usage,Online Ads Usage,E-Wallet Acceptance,Business Size,Monthly Revenue,Number of Employees,Location Type,Formalization Status,Willingness to Develop
ACC00720,Toko Berkah,Bob,B,Rodriguez,,CV Makmur,Owner,Tidak,Tidak,Ya,Ya,TikTok,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,<5 Juta,1-2 Orang,Online-Only,Informal,Bersedia
ACC00721,Kios Berkah,Charlie,C,Garcia,III,CV Utama,CEO,Tidak,Tidak,Tidak,Tidak,Facebook,Jarang,2022-Sekarang,Tidak,Ya,Ya,Micro,>30 Juta,3-5 Orang,Online-Only,Formal,Tidak Bersedia
ACC00722,Warung Mandiri,Tom,B,Brown,Jr.,Perorangan Utama,Owner,Ya,Ya,Tidak,Ya,Instagram,Beberapa Kali Seminggu,2019-2021,Ya,Tidak,Ya,Micro,15-30 Juta,6-10 Orang,Rumah,Dalam Proses,Bersedia
ACC00723,Kios Mandiri,Alice,B,Brown,Jr.,Perorangan Makmur,Owner,Ya,Ya,Tidak,Ya,Tidak Ada,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,5-15 Juta,6-10 Orang,Rumah,Informal,Bersedia
ACC00724,Kios Sejahtera,Jane,C,Garcia,,Perorangan Sentosa,Director,Tidak,Ya,Ya,Tidak,Tidak Ada,Beberapa Kali Seminggu,<2015,Ya,Tidak,Tidak,Medium,<5 Juta,1-2 Orang,Toko,Informal,Tidak Bersedia
ACC00725,UMKM Mandiri,Tom,,Rodriguez,Jr.,CV Abadi,Manager,Tidak,Ya,Ya,Tidak,Instagram,Setiap Hari,2022-Sekarang,Tidak,Tidak,Tidak,Small,15-30 Juta,6-10 Orang,Rumah,Informal,Bersedia
ACC00726,Usaha Sejahtera,Alice,,Jones,Jr.,CV Sentosa,Owner,Tidak,Tidak,Tidak,Tidak,WhatsApp,Beberapa Kali Seminggu,2019-2021,Tidak,Tidak,Ya,Micro,>30 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC00727,UMKM Mandiri,John,C,Martinez,III,CV Makmur,President,Tidak,Ya,Ya,Tidak,Tidak Ada,Jarang,2022-Sekarang,Tidak,Tidak,Tidak,Micro,15-30 Juta,3-5 Orang,Pasar,Informal,Bersedia
ACC00728,Kios Mandiri,Ella,,Martinez,,CV Utama,Manager,Ya,Ya,Tidak,Tidak,WhatsApp,Tidak Pernah,Belum Mengadopsi,Ya,Tidak,Ya,Small,<5 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC00729,UMKM Sejahtera,Tom,C,Martinez,,CV Bersama,Director,Tidak,Ya,Tidak,Tidak,Facebook,Beberapa Kali Sebulan,2015-2018,Ya,Ya,Tidak,Small,<5 Juta,3-5 Orang,Online-Only,Informal,Tidak Bersedia
ACC00730,UMKM Sejahtera,Alice,,Martinez,Jr.,CV Abadi,Director,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Tidak,Medium,5-15 Juta,1-2 Orang,Pasar,Dalam Proses,Bersedia
ACC00731,Kios Maju,John,C,Johnson,,CV Makmur,CEO,Tidak,Ya,Ya,Tidak,WhatsApp,Beberapa Kali Sebulan,2022-Sekarang,Ya,Tidak,Ya,Small,15-30 Juta,6-10 Orang,Pasar,Informal,Bersedia
ACC00732,Usaha Sejahtera,Charlie,C,Miller,,PT Sentosa,CEO,Tidak,Ya,Tidak,Tidak,Tidak Ada,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Ya,Medium,5-15 Juta,3-5 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC00733,Warung Sejahtera,Ella,A,Martinez,,PT Utama,CEO,Ya,Ya,Ya,Ya,Facebook,Jarang,2019-2021,Tidak,Tidak,Tidak,Medium,5-15 Juta,1-2 Orang,Online-Only,Formal,Bersedia
ACC00734,Kios Sejahtera,Bob,C,Garcia,Jr.,Perorangan Utama,President,Ya,Ya,Tidak,Ya,TikTok,Jarang,<2015,Ya,Tidak,Tidak,Small,15-30 Juta,1-2 Orang,Online-Only,Informal,Tidak Bersedia
ACC00735,Usaha Maju,Charlie,C,Brown,,UD Sentosa,CEO,Ya,Ya,Tidak,Tidak,WhatsApp,Setiap Hari,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,15-30 Juta,6-10 Orang,Rumah,Informal,Bersedia
ACC00736,Warung Sejahtera,Tom,D,Garcia,Sr.,PT Makmur,Manager,Tidak,Ya,Tidak,Ya,TikTok,Tidak Pernah,2015-2018,Ya,Ya,Ya,Micro,>30 Juta,3-5 Orang,Pasar,Formal,Bersedia
ACC00737,Toko Sejahtera,Jane,D,Martinez,,Perorangan Utama,Director,Tidak,Ya,Tidak,Tidak,Facebook,Setiap Hari,2019-2021,Tidak,Tidak,Ya,Medium,>30 Juta,1-2 Orang,Rumah,Formal,Tidak Bersedia
ACC00738,Warung Mandiri,Lucy,D,Garcia,,CV Sentosa,Manager,Tidak,Tidak,Tidak,Tidak,Facebook,Jarang,<2015,Tidak,Ya,Tidak,Small,<5 Juta,1-2 Orang,Online-Only,Informal,Tidak Bersedia
ACC00739,Kios Berkah,David,A,Williams,Sr.,UD Makmur,Director,Ya,Ya,Tidak,Ya,Instagram,Setiap Hari,2022-Sekarang,Ya,Ya,Ya,Micro,5-15 Juta,1-2 Orang,Online-Only,Formal,Tidak Bersedia
ACC00740,UMKM Maju,Charlie,,Williams,III,PT Makmur,Director,Ya,Ya,Ya,Tidak,Instagram,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Ya,Medium,15-30 Juta,6-10 Orang,Toko,Informal,Bersedia
ACC00741,UMKM Sejahtera,Jane,B,Rodriguez,Sr.,Perorangan Utama,CEO,Ya,Ya,Tidak,Tidak,WhatsApp,Beberapa Kali Seminggu,2015-2018,Tidak,Ya,Ya,Medium,>30 Juta,1-2 Orang,Rumah,Formal,Bersedia
ACC00742,UMKM Jaya,Ella,,Davis,Sr.,UD Utama,Owner,Tidak,Tidak,Ya,Ya,Tidak Ada,Beberapa Kali Sebulan,Belum Mengadopsi,Ya,Tidak,Ya,Micro,15-30 Juta,3-5 Orang,Toko,Informal,Bersedia
ACC00743,Kios Sejahtera,Ella,D,Garcia,Sr.,CV Sentosa,President,Tidak,Ya,Ya,Ya,Instagram,Setiap Hari,<2015,Ya,Tidak,Ya,Micro,>30 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC00744,Warung Jaya,Tom,,Johnson,III,PT Sentosa,Director,Tidak,Ya,Tidak,Ya,WhatsApp,Setiap Hari,2022-Sekarang,Tidak,Tidak,Ya,Small,>30 Juta,6-10 Orang,Toko,Formal,Bersedia
ACC00745,Usaha Sejahtera,Alice,,Williams,III,PT Abadi,Manager,Tidak,Tidak,Tidak,Ya,TikTok,Jarang,<2015,Ya,Tidak,Ya,Micro,15-30 Juta,6-10 Orang,Online-Only,Informal,Tidak Bersedia
ACC00746,Toko Berkah,Lucy,,Smith,Jr.,UD Abadi,Director,Ya,Tidak,Ya,Tidak,Facebook,Setiap Hari,2022-Sekarang,Ya,Tidak,Tidak,Medium,<5 Juta,6-10 Orang,Pasar,Formal,Tidak Bersedia
ACC00747,Kios Sejahtera,John,C,Martinez,Sr.,PT Abadi,President,Ya,Tidak,Ya,Tidak,Instagram,Beberapa Kali Sebulan,<2015,Tidak,Tidak,Ya,Medium,<5 Juta,3-5 Orang,Online-Only,Formal,Bersedia
ACC00748,Usaha Jaya,Lucy,A,Smith,Jr.,UD Utama,Director,Tidak,Tidak,Ya,Tidak,WhatsApp,Jarang,2015-2018,Tidak,Tidak,Tidak,Small,15-30 Juta,1-2 Orang,Rumah,Informal,Tidak Bersedia
ACC00749,Toko Mandiri,Ella,D,Johnson,Jr.,PT Abadi,President,Tidak,Ya,Ya,Ya,Facebook,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Ya,Small,15-30 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC00750,UMKM Maju,Alice,,Rodriguez,Jr.,UD Sentosa,CEO,Ya,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,15-30 Juta,1-2 Orang,Toko,Informal,Bersedia
ACC00751,Usaha Berkah,Lucy,D,Johnson,Jr.,CV Bersama,Manager,Tidak,Ya,Ya,Tidak,Instagram,Jarang,2022-Sekarang,Ya,Tidak,Tidak,Small,5-15 Juta,6-10 Orang,Online-Only,Informal,Tidak Bersedia
ACC00752,UMKM Berkah,Bob,B,Davis,,Perorangan Makmur,Owner,Ya,Tidak,Tidak,Tidak,Instagram,Tidak Pernah,2015-2018,Tidak,Tidak,Ya,Micro,>30 Juta,1-2 Orang,Rumah,Formal,Bersedia
ACC00753,Warung Jaya,John,C,Jones,Jr.,Perorangan Sentosa,Manager,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Tidak,Micro,<5 Juta,6-10 Orang,Rumah,Formal,Tidak Bersedia
ACC00754,Usaha Mandiri,Ella,D,Martinez,Jr.,PT Makmur,CEO,Tidak,Tidak,Ya,Ya,Tidak Ada,Tidak Pernah,2019-2021,Tidak,Tidak,Tidak,Micro,>30 Juta,>10 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC00755,UMKM Berkah,Lucy,D,Davis,,UD Bersama,Director,Ya,Ya,Tidak,Tidak,WhatsApp,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Ya,Medium,>30 Juta,>10 Orang,Toko,Formal,Bersedia
ACC00756,Warung Jaya,Lucy,,Brown,Jr.,UD Abadi,President,Tidak,Ya,Tidak,Ya,TikTok,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Tidak,Medium,<5 Juta,3-5 Orang,Pasar,Formal,Tidak Bersedia
ACC00757,Toko Berkah,David,,Johnson,III,UD Bersama,President,Ya,Ya,Ya,Tidak,Facebook,Jarang,2019-2021,Tidak,Tidak,Tidak,Medium,15-30 Juta,6-10 Orang,Toko,Formal,Bersedia
ACC00758,Kios Jaya,Charlie,,Johnson,III,UD Abadi,President,Tidak,Tidak,Ya,Ya,Facebook,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Tidak,Micro,5-15 Juta,3-5 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC00759,Kios Sejahtera,Charlie,C,Johnson,Sr.,Perorangan Makmur,President,Ya,Ya,Tidak,Ya,Tidak Ada,Jarang,2015-2018,Tidak,Ya,Tidak,Medium,5-15 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC00760,UMKM Maju,Ella,,Jones,Jr.,Perorangan Abadi,President,Tidak,Tidak,Ya,Ya,TikTok,Tidak Pernah,<2015,Tidak,Tidak,Tidak,Small,<5 Juta,1-2 Orang,Rumah,Informal,Tidak Bersedia
ACC00761,Usaha Maju,Ella,B,Martinez,Sr.,Perorangan Bersama,Owner,Ya,Ya,Tidak,Tidak,WhatsApp,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Tidak,Small,5-15 Juta,6-10 Orang,Toko,Formal,Bersedia
ACC00762,Kios Berkah,Bob,C,Miller,,Perorangan Bersama,CEO,Tidak,Ya,Ya,Tidak,TikTok,Setiap Hari,2015-2018,Tidak,Tidak,Tidak,Small,<5 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC00763,Kios Berkah,Eve,B,Brown,Sr.,UD Sentosa,President,Ya,Ya,Ya,Ya,Tidak Ada,Jarang,2015-2018,Tidak,Tidak,Ya,Small,15-30 Juta,1-2 Orang,Online-Only,Informal,Tidak Bersedia
ACC00764,Toko Sejahtera,Tom,C,Brown,III,UD Abadi,CEO,Tidak,Tidak,Tidak,Ya,Instagram,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Tidak,Medium,5-15 Juta,1-2 Orang,Online-Only,Dalam Proses,Bersedia
ACC00765,Toko Sejahtera,Alice,C,Miller,III,PT Bersama,President,Ya,Ya,Ya,Ya,TikTok,Setiap Hari,<2015,Tidak,Tidak,Tidak,Micro,15-30 Juta,>10 Orang,Rumah,Formal,Bersedia
ACC00766,Toko Mandiri,Charlie,B,Smith,Jr.,Perorangan Abadi,Director,Tidak,Ya,Ya,Ya,Tidak Ada,Setiap Hari,<2015,Tidak,Tidak,Ya,Medium,15-30 Juta,6-10 Orang,Pasar,Dalam Proses,Bersedia
ACC00767,Warung Berkah,Bob,D,Martinez,Jr.,UD Sentosa,President,Ya,Tidak,Tidak,Ya,Tidak Ada,Setiap Hari,2019-2021,Tidak,Ya,Ya,Medium,15-30 Juta,6-10 Orang,Pasar,Informal,Bersedia
ACC00768,Usaha Maju,Charlie,B,Rodriguez,III,Perorangan Sentosa,President,Ya,Ya,Tidak,Ya,Instagram,Beberapa Kali Sebulan,<2015,Tidak,Tidak,Tidak,Micro,>30 Juta,>10 Orang,Toko,Formal,Bersedia
ACC00769,Usaha Maju,Ella,C,Martinez,Sr.,PT Makmur,CEO,Tidak,Ya,Ya,Ya,Tidak Ada,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Tidak,Micro,<5 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC00770,Toko Berkah,Lucy,B,Johnson,Sr.,CV Bersama,Director,Tidak,Ya,Ya,Tidak,WhatsApp,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Ya,Micro,15-30 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC00771,Kios Sejahtera,Charlie,C,Smith,Sr.,CV Utama,Owner,Tidak,Ya,Tidak,Tidak,Tidak Ada,Beberapa Kali Sebulan,<2015,Ya,Tidak,Tidak,Micro,<5 Juta,6-10 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC00772,UMKM Berkah,Alice,D,Garcia,III,Perorangan Utama,CEO,Ya,Ya,Ya,Ya,Instagram,Jarang,2019-2021,Tidak,Tidak,Tidak,Small,15-30 Juta,6-10 Orang,Online-Only,Formal,Bersedia
ACC00773,UMKM Mandiri,Bob,,Smith,Jr.,CV Sentosa,President,Tidak,Ya,Tidak,Ya,TikTok,Tidak Pernah,<2015,Tidak,Tidak,Ya,Micro,>30 Juta,6-10 Orang,Rumah,Informal,Bersedia
ACC00774,UMKM Mandiri,David,A,Jones,III,UD Sentosa,President,Tidak,Tidak,Tidak,Ya,Tidak Ada,Jarang,2022-Sekarang,Tidak,Tidak,Ya,Small,>30 Juta,6-10 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC00775,Warung Berkah,Jane,A,Garcia,,Perorangan Sentosa,Owner,Tidak,Tidak,Ya,Ya,Tidak Ada,Setiap Hari,2015-2018,Ya,Tidak,Tidak,Micro,15-30 Juta,6-10 Orang,Toko,Informal,Tidak Bersedia
ACC00776,Usaha Mandiri,Eve,C,Martinez,Jr.,CV Sentosa,Director,Ya,Ya,Ya,Tidak,WhatsApp,Tidak Pernah,<2015,Ya,Tidak,Ya,Medium,<5 Juta,1-2 Orang,Online-Only,Informal,Tidak Bersedia
ACC00777,Kios Sejahtera,Jane,C,Miller,III,Perorangan Sentosa,Director,Tidak,Ya,Ya,Ya,Instagram,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Ya,Small,5-15 Juta,6-10 Orang,Pasar,Formal,Tidak Bersedia
ACC00778,Kios Sejahtera,Alice,B,Johnson,,CV Makmur,Director,Ya,Ya,Tidak,Ya,Instagram,Setiap Hari,2019-2021,Ya,Tidak,Tidak,Micro,<5 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC00779,Kios Mandiri,Ella,D,Martinez,Jr.,CV Makmur,Manager,Ya,Ya,Ya,Tidak,Instagram,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Ya,Micro,5-15 Juta,3-5 Orang,Pasar,Informal,Tidak Bersedia
ACC00780,Toko Berkah,Alice,B,Davis,Sr.,CV Sentosa,President,Ya,Ya,Tidak,Tidak,Instagram,Tidak Pernah,2019-2021,Tidak,Tidak,Ya,Medium,5-15 Juta,1-2 Orang,Pasar,Informal,Tidak Bersedia
ACC00781,Warung Berkah,Jane,C,Jones,Sr.,UD Bersama,Manager,Tidak,Tidak,Ya,Tidak,Instagram,Jarang,Belum Mengadopsi,Ya,Tidak,Ya,Micro,<5 Juta,3-5 Orang,Pasar,Informal,Tidak Bersedia
ACC00782,Kios Berkah,Bob,D,Smith,III,CV Utama,Owner,Tidak,Ya,Ya,Tidak,Facebook,Tidak Pernah,2019-2021,Tidak,Ya,Tidak,Small,>30 Juta,3-5 Orang,Toko,Dalam Proses,Bersedia
ACC00783,UMKM Jaya,Lucy,,Smith,Sr.,Perorangan Sentosa,Owner,Tidak,Ya,Ya,Ya,TikTok,Setiap Hari,2019-2021,Ya,Tidak,Tidak,Small,5-15 Juta,1-2 Orang,Online-Only,Informal,Tidak Bersedia
ACC00784,Kios Sejahtera,Jane,,Garcia,Sr.,PT Abadi,CEO,Ya,Tidak,Ya,Ya,Tidak Ada,Setiap Hari,<2015,Ya,Ya,Ya,Medium,15-30 Juta,6-10 Orang,Online-Only,Formal,Bersedia
ACC00785,Toko Sejahtera,Jane,D,Martinez,,CV Sentosa,CEO,Tidak,Tidak,Tidak,Ya,Tidak Ada,Jarang,<2015,Tidak,Tidak,Ya,Medium,15-30 Juta,1-2 Orang,Rumah,Formal,Bersedia
ACC00786,UMKM Berkah,Jane,D,Davis,,PT Abadi,Manager,Ya,Ya,Ya,Tidak,Tidak Ada,Setiap Hari,2019-2021,Tidak,Tidak,Ya,Medium,<5 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC00787,Toko Jaya,Bob,D,Garcia,III,UD Utama,President,Tidak,Ya,Ya,Tidak,WhatsApp,Tidak Pernah,2022-Sekarang,Ya,Tidak,Tidak,Small,>30 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC00788,Usaha Maju,Bob,D,Rodriguez,III,Perorangan Sentosa,Director,Tidak,Ya,Ya,Tidak,Instagram,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,<5 Juta,>10 Orang,Pasar,Informal,Tidak Bersedia
ACC00789,Toko Maju,John,A,Brown,,UD Utama,CEO,Tidak,Tidak,Ya,Ya,TikTok,Jarang,<2015,Tidak,Tidak,Tidak,Small,5-15 Juta,3-5 Orang,Toko,Informal,Tidak Bersedia
ACC00790,Toko Berkah,Jane,C,Jones,Sr.,PT Utama,CEO,Ya,Tidak,Tidak,Ya,Tidak Ada,Setiap Hari,2015-2018,Tidak,Tidak,Tidak,Micro,>30 Juta,1-2 Orang,Toko,Formal,Bersedia
ACC00791,Kios Mandiri,John,D,Jones,III,UD Bersama,CEO,Tidak,Ya,Tidak,Tidak,Instagram,Beberapa Kali Seminggu,2022-Sekarang,Ya,Tidak,Tidak,Small,>30 Juta,1-2 Orang,Toko,Informal,Bersedia
ACC00792,Toko Mandiri,Charlie,B,Garcia,Jr.,Perorangan Utama,Director,Tidak,Ya,Ya,Tidak,Instagram,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Tidak,Small,5-15 Juta,>10 Orang,Online-Only,Informal,Tidak Bersedia
ACC00793,UMKM Maju,Lucy,D,Martinez,,PT Abadi,Manager,Tidak,Ya,Ya,Tidak,Instagram,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Ya,Medium,5-15 Juta,1-2 Orang,Rumah,Formal,Tidak Bersedia
ACC00794,UMKM Sejahtera,Bob,C,Jones,III,Perorangan Makmur,Director,Tidak,Ya,Tidak,Ya,WhatsApp,Tidak Pernah,2015-2018,Ya,Ya,Ya,Medium,15-30 Juta,1-2 Orang,Rumah,Formal,Bersedia
ACC00795,Toko Mandiri,Lucy,B,Williams,Jr.,Perorangan Bersama,President,Tidak,Ya,Ya,Tidak,TikTok,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Tidak,Micro,<5 Juta,3-5 Orang,Pasar,Informal,Tidak Bersedia
ACC00796,Usaha Jaya,John,A,Johnson,III,PT Makmur,Owner,Tidak,Tidak,Tidak,Ya,Tidak Ada,Tidak Pernah,Belum Mengadopsi,Ya,Tidak,Tidak,Micro,5-15 Juta,6-10 Orang,Rumah,Formal,Bersedia
ACC00797,Usaha Jaya,Alice,A,Smith,Sr.,PT Utama,Director,Tidak,Ya,Ya,Tidak,Facebook,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Ya,Small,15-30 Juta,1-2 Orang,Toko,Informal,Tidak Bersedia
ACC00798,Kios Mandiri,Tom,,Jones,III,Perorangan Sentosa,CEO,Ya,Tidak,Tidak,Tidak,WhatsApp,Setiap Hari,2019-2021,Tidak,Tidak,Tidak,Micro,5-15 Juta,6-10 Orang,Pasar,Informal,Bersedia
ACC00799,UMKM Mandiri,Eve,D,Williams,Sr.,CV Abadi,Manager,Ya,Ya,Ya,Tidak,WhatsApp,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Ya,Micro,15-30 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC00800,Warung Jaya,Ella,,Smith,III,UD Utama,Owner,Tidak,Tidak,Ya,Ya,Facebook,Setiap Hari,Belum Mengadopsi,Ya,Tidak,Tidak,Small,15-30 Juta,>10 Orang,Toko,Informal,Bersedia
ACC00801,Warung Berkah,Tom,B,Rodriguez,Jr.,Perorangan Utama,President,Ya,Tidak,Ya,Ya,WhatsApp,Beberapa Kali Seminggu,2022-Sekarang,Ya,Tidak,Ya,Micro,<5 Juta,>10 Orang,Online-Only,Informal,Bersedia
ACC00802,Toko Mandiri,David,B,Jones,Sr.,UD Utama,CEO,Ya,Ya,Tidak,Ya,Tidak Ada,Tidak Pernah,2019-2021,Tidak,Tidak,Tidak,Micro,<5 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC00803,Toko Sejahtera,Tom,A,Johnson,Sr.,PT Bersama,President,Ya,Ya,Tidak,Tidak,TikTok,Setiap Hari,2022-Sekarang,Ya,Tidak,Ya,Small,5-15 Juta,1-2 Orang,Online-Only,Formal,Bersedia
ACC00804,Usaha Berkah,Jane,A,Rodriguez,Sr.,Perorangan Abadi,CEO,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Tidak,Small,>30 Juta,>10 Orang,Online-Only,Informal,Bersedia
ACC00805,Usaha Mandiri,Alice,B,Williams,III,UD Sentosa,Director,Ya,Tidak,Tidak,Ya,Tidak Ada,Jarang,2019-2021,Tidak,Tidak,Tidak,Small,5-15 Juta,>10 Orang,Toko,Informal,Bersedia
ACC00806,Usaha Sejahtera,Bob,A,Rodriguez,Jr.,PT Sentosa,Manager,Tidak,Ya,Tidak,Tidak,Tidak Ada,Beberapa Kali Sebulan,<2015,Tidak,Tidak,Ya,Medium,>30 Juta,6-10 Orang,Toko,Informal,Tidak Bersedia
ACC00807,Kios Jaya,Alice,,Miller,,UD Sentosa,CEO,Tidak,Ya,Ya,Tidak,TikTok,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Tidak,Micro,<5 Juta,3-5 Orang,Online-Only,Formal,Tidak Bersedia
ACC00808,UMKM Berkah,Alice,B,Garcia,Jr.,CV Utama,President,Tidak,Ya,Tidak,Ya,Tidak Ada,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Tidak,Small,<5 Juta,>10 Orang,Pasar,Formal,Bersedia
ACC00809,Usaha Maju,Alice,D,Jones,Sr.,Perorangan Makmur,Manager,Tidak,Ya,Ya,Ya,WhatsApp,Jarang,2015-2018,Tidak,Tidak,Tidak,Medium,15-30 Juta,6-10 Orang,Toko,Informal,Bersedia
ACC00810,Usaha Berkah,Bob,D,Martinez,Jr.,PT Abadi,Manager,Ya,Ya,Ya,Ya,TikTok,Beberapa Kali Sebulan,2019-2021,Ya,Tidak,Ya,Small,5-15 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC00811,Kios Maju,Alice,A,Smith,,PT Makmur,Owner,Ya,Tidak,Tidak,Tidak,Facebook,Setiap Hari,2019-2021,Tidak,Tidak,Ya,Medium,5-15 Juta,>10 Orang,Pasar,Dalam Proses,Bersedia
ACC00812,Warung Mandiri,John,,Davis,Jr.,UD Bersama,Manager,Ya,Ya,Tidak,Tidak,Facebook,Beberapa Kali Seminggu,2019-2021,Tidak,Tidak,Tidak,Medium,15-30 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC00813,Toko Mandiri,David,C,Rodriguez,III,UD Abadi,Director,Tidak,Ya,Ya,Ya,Tidak Ada,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Ya,Medium,5-15 Juta,>10 Orang,Toko,Dalam Proses,Bersedia
ACC00814,UMKM Mandiri,Charlie,,Davis,Sr.,PT Sentosa,President,Tidak,Tidak,Tidak,Ya,Facebook,Setiap Hari,<2015,Ya,Tidak,Tidak,Micro,5-15 Juta,1-2 Orang,Toko,Informal,Tidak Bersedia
ACC00815,Usaha Mandiri,Bob,,Williams,Jr.,Perorangan Makmur,President,Ya,Ya,Tidak,Ya,Facebook,Setiap Hari,2015-2018,Tidak,Tidak,Ya,Medium,5-15 Juta,6-10 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC00816,Kios Maju,David,,Garcia,,Perorangan Sentosa,President,Tidak,Tidak,Tidak,Ya,TikTok,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Ya,Micro,15-30 Juta,1-2 Orang,Online-Only,Dalam Proses,Bersedia
ACC00817,Kios Maju,Lucy,A,Garcia,,PT Bersama,Manager,Ya,Tidak,Ya,Tidak,WhatsApp,Jarang,Belum Mengadopsi,Tidak,Tidak,Tidak,Micro,<5 Juta,1-2 Orang,Pasar,Informal,Tidak Bersedia
ACC00818,UMKM Maju,Charlie,C,Smith,,Perorangan Utama,Manager,Tidak,Tidak,Tidak,Ya,Instagram,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Ya,Medium,5-15 Juta,6-10 Orang,Online-Only,Formal,Tidak Bersedia
ACC00819,Warung Jaya,John,C,Garcia,Jr.,Perorangan Abadi,Director,Ya,Tidak,Ya,Tidak,Facebook,Jarang,<2015,Tidak,Tidak,Tidak,Micro,5-15 Juta,3-5 Orang,Rumah,Dalam Proses,Bersedia
ACC00820,Warung Berkah,Ella,B,Jones,Jr.,PT Abadi,Director,Ya,Ya,Ya,Tidak,Tidak Ada,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Ya,Small,5-15 Juta,3-5 Orang,Pasar,Dalam Proses,Bersedia
ACC00821,Kios Maju,Tom,B,Johnson,,CV Abadi,Manager,Ya,Tidak,Ya,Tidak,Instagram,Setiap Hari,Belum Mengadopsi,Tidak,Ya,Ya,Micro,15-30 Juta,1-2 Orang,Toko,Informal,Bersedia
ACC00822,Warung Jaya,Bob,B,Garcia,Jr.,Perorangan Abadi,Owner,Ya,Tidak,Ya,Ya,Facebook,Beberapa Kali Seminggu,2022-Sekarang,Ya,Tidak,Ya,Medium,5-15 Juta,1-2 Orang,Rumah,Formal,Tidak Bersedia
ACC00823,Toko Berkah,Ella,C,Johnson,,Perorangan Bersama,Director,Tidak,Ya,Ya,Ya,WhatsApp,Jarang,<2015,Tidak,Ya,Tidak,Small,5-15 Juta,3-5 Orang,Pasar,Informal,Tidak Bersedia
ACC00824,Warung Mandiri,Jane,B,Martinez,Sr.,Perorangan Makmur,Director,Tidak,Ya,Ya,Tidak,Facebook,Tidak Pernah,Belum Mengadopsi,Ya,Tidak,Tidak,Medium,>30 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
